uniprotswissprot	ensembl_gene_id	tpm	orf_length	ribo_reads	protein_synthesis_rate	rsquared	density	real_density	real_tpm	real_protein_synthesis_rate	real_protein_synthesis_per_mrna
P05373	YGL040C	0.000122160159556198	343	0.000109200378301311	402.647717391304	0.831306905650018	0.00260615613973219	0.0199643742444057	4.88640638224792	0.0389307990533278	0.00796716359792782
P05694	YER091C	0.000156304534091865	768	0.000951603296625706	369513.569565217	0.84126240435854	0.00792726071371129	0.0430651488707006	6.2521813636746	35.7271577681419	5.7143508305306
P05737	YGL076C	0.00420777791358101	245	0.00267336283272124	56925.2208695652	0.810472247864551	0.00259321790636734	0.0198958279228751	168.31111654324	5.50392871738457	0.0327009221400451
P05738	YGL147C	0.00496039181405836	192	0.002296743670862	5139.15030434783	0.946284046262567	0.00241154470603926	0.0189218329532157	198.415672562334	0.496889015290205	0.00250428309857479
P05740	YKL180W	0.00519729677857035	185	0.00203152132348458	109905.186956522	0.885606110913571	0.00211286690197063	0.0172695066350517	207.891871142814	10.6264025934229	0.0511150461776497
P05743	YLR344W	0.00133743726666326	128	0.00104177503757781	47939.2034782609	0.940065768064003	0.00608541999235755	0.0358731011426716	53.4974906665304	4.63509767168265	0.0866414034365635
P05744	YPL143W	0.00178362312272741	108	0.000944178270903296	42966.2991304348	0.838463455524019	0.00490147906575936	0.0308911372099394	71.3449249090964	4.15428247886115	0.0582281428448386
P05745	YMR194W	0.00178941609396724	101	0.000696291697867668	7261.22943478261	0.975071723907884	0.00385264066298086	0.0261559160900889	71.5766437586896	0.702066475968394	0.00980859731751758
P05748	YLR029C	0.0111044673978284	205	0.00309253928486824	48430.5656521739	0.826044830987077	0.00135851247490828	0.0127270386913969	444.178695913136	4.68260600521785	0.0105421670339038
P05749	YLR061W	0.00345147872305506	122	0.00141749419631918	14493.3647826087	0.942043303701361	0.00336632667333316	0.0238271361526875	138.059148922202	1.40131993200889	0.0101501417540865
P05750	YNL178W	0.0104854335948783	241	0.00304088553449632	150234.065217391	0.840632096382973	0.00120336294981429	0.0117039088973382	419.417343795132	14.525680765896	0.0346329997573758
P05759	YLR167W	0.0219409905221074	153	0.00328163636852599	17993.4713043478	0.949759909532862	0.000977558588079461	0.0101381675708073	877.639620884296	1.73973472433874	0.00198228826837354
P06100	YDL165W	0.000118822171257192	192	2.94751021101752e-05	200.07124	0.992742980027259	0.00129198242381501	0.0122929819767039	4.75288685028768	0.0193442875853202	0.00407000801715895
P06101	YDR168W	0.000168750669368863	507	0.000160232697948989	22461.742173913	0.857676119161924	0.00187282708589537	0.0158886010820417	6.75002677475452	2.17175842104786	0.32174071207693
P06102	YIL038C	9.45628097813013e-05	837	9.51860440373668e-05	313.84662173913	0.963841367889779	0.00120261731298107	0.0116988967538395	3.78251239125205	0.0303448876940181	0.00802241593819963
P06105	YJL080C	0.000201712580641074	1223	0.000859985122091316	16742.8352173913	0.947407859356213	0.00348603301031597	0.0244095040051211	8.06850322564296	1.61881447547806	0.20063380161183
P06168	YLR355C	0.00113488989079629	396	0.0022333577369893	240791.991304348	0.863858272839648	0.00496946206928265	0.0311865991298793	45.3955956318516	23.2814547859714	0.512857127699764
P06169	YLR044C	0.0107145250642486	564	0.0226967607709212	769030.52173913	0.850558687312182	0.00375588123552607	0.0257001676278625	428.581002569944	74.3552525311012	0.173491713550618
P06182	YAL039C	4.66392087750719e-05	270	1.89322084437221e-05	232.887594782609	0.961078773922011	0.00150344082530367	0.0136505457066792	1.86556835100288	0.0225172024151412	0.0120698887301753
P06634	YOR204W	0.000227864008756813	605	0.000760063347362311	24466.2508695652	0.912930031685264	0.00551338958857784	0.0335074652605492	9.11456035027252	2.36556834933127	0.259537296196688
P06704	YOR257W	0.000187275997174973	162	2.67108068195808e-05	900.43842173913	0.965995709955272	0.000880419947376436	0.00943079799815549	7.49103988699892	0.0870606878979386	0.0116219762824967
P06774	YGL237C	2.14113186428363e-05	266	1.37036189018226e-05	544.769078260869	0.835990155823029	0.00240608087488356	0.0188921957278406	0.856452745713452	0.0526720867900257	0.0615002836451276
P06780	YPR165W	0.000690028093355759	210	0.000266872353093509	7575.56039130435	0.932553357658529	0.00184169418789375	0.0157056016748755	27.6011237342304	0.732458192538578	0.0265372598446127
P06782	YDR477W	9.11595447649308e-05	634	7.40252564446384e-05	373.153426086957	0.950183001430738	0.00128082122247053	0.0122194945256365	3.64638179059723	0.0360790845684448	0.00989448901414558
P06785	YOR074C	5.3458614638609e-05	305	4.04037113985716e-05	2075.32473913043	0.8903736124508	0.00247801380205756	0.0192807358293746	2.13834458554436	0.200656918938817	0.0938375041587303
P06787	YBR109C	0.000520248051309237	148	0.000176486325684771	25966.72	0.939345972593347	0.00229212809263737	0.0182692503341153	20.8099220523695	2.51064420517155	0.120646497322448
P07170	YDR226W	0.00100363377214898	223	0.000708345311053399	75763.1334782609	0.88797961363402	0.00316493571717439	0.02283269700359	40.1453508859592	7.32530993644303	0.182469695114934
P07213	YNL121C	0.000253293489970678	618	0.000234718670275393	22783.8917391304	0.944817478335066	0.00149946085716117	0.0136255628960205	10.1317395988271	2.20290609542151	0.217426244914202
P07244	YGL234W	0.000359784280056419	803	0.000555462638566998	41493.4795652174	0.847978005999623	0.00192263623773532	0.0161794383472328	14.3913712022568	4.01187997647824	0.278769821172365
P07246	YMR083W	0.000412164301246589	376	0.000391737071374854	61456.6578260869	0.873578309633369	0.00252776358864635	0.0195474181177245	16.4865720498636	5.94205975341805	0.360418147292616
P07257	YPR191W	5.61702257521464e-05	369	7.69824095462045e-05	11028.4682608696	0.880028107120905	0.00371414594334977	0.0255024723659477	2.24680903008586	1.06630948887925	0.474588393851391
P07258	YOR303W	7.3261944588454e-05	412	2.6925093276216e-05	1790.67286956522	0.982304511073766	0.000892034309398535	0.00951659920574704	2.93047778353816	0.173134784190372	0.0590807359683632
P07260	YOL139C	0.00153696379847005	214	0.0003232725484799	42859.6460869565	0.927349500668483	0.000982859444655638	0.0101761270228358	61.478551938802	4.14397051625776	0.0674051418839991
P07267	YPL154C	0.000153462978426915	406	0.000324965411487318	56004.3043478261	0.915198790641834	0.00521563849249566	0.0322462425965999	6.1385191370766	5.41488806347252	0.882116344765735
P07273	YGL043W	0.000256073994639615	310	8.4096719906494e-05	3179.68491304348	0.954446834619821	0.00105938028582573	0.0107172655753445	10.2429597855846	0.307434188885004	0.030014194658625
P07278	YIL033C	0.000111639451191957	417	9.03003128260837e-05	5083.23452173913	0.957948441714369	0.00193970420366939	0.0162785614106758	4.46557804767828	0.491482686127948	0.110060261153307
P07281	YNL302C	0.00400346236119472	145	0.00171460236844392	241910.530434783	0.972729580079016	0.00295365432554588	0.0217681532513062	160.138494447789	23.3896029766587	0.146058591704099
P07283	YFL045C	0.000712028835678723	255	0.000503208886116498	81027.4969565217	0.936796192651803	0.00277147228028757	0.0208311948516682	28.4811534271489	7.83430543763118	0.275069809151877
P07342	YMR108W	0.000246337712981136	688	0.000499941017652811	30773.1234782609	0.883780630796947	0.00294984656265912	0.0217487560707476	9.85350851924544	2.97536092874742	0.301959542931949
P07347	YHR013C	0.00023035983894073	239	7.92324173408744e-05	102.042321826087	0.965295650564132	0.00143912407680094	0.0132442680134872	9.2143935576292	0.0098661657681415	0.00107073414071539
P07560	YFL005W	0.000478751561861819	216	0.000142575493922247	1912.02426086957	0.89696471762316	0.00137873541039649	0.0128576662707316	19.1500624744728	0.184867885920886	0.00965364401120451
P07703	YPR110C	0.000395414503605646	336	0.000178382760825993	16135.0160869565	0.962295083048619	0.00134264441249824	0.0126241198751553	15.8165801442258	1.56004626841846	0.0986336018401542
P07807	YOR236W	0.000127314742068557	212	1.86429217272646e-05	2237.71513043478	0.930551231190661	0.000690715848027352	0.00797474048643885	5.09258968274228	0.216357958380988	0.0424848597392756
P08518	YOR151C	0.000125762032017751	1225	0.000250661582649054	1648.24465217391	0.969905363277635	0.00162705465901501	0.014416656116035	5.03048128071004	0.159363827417765	0.0316796382940264
P08679	YCR005C	2.62668927171153e-05	461	6.7671663005404e-05	609.306243478261	0.889338219580061	0.0055885253280773	0.0338223705534218	1.05067570868461	0.058911991555481	0.0560705754102144
P09064	YPL237W	0.000614095269937706	286	0.000256329459427056	21952.9039130435	0.916573380660535	0.00145947525574406	0.0133734183932728	24.5638107975082	2.12256037712774	0.0864100605001832
P09440	YBR084W	0.000182916106167489	976	0.000244436561083801	4918.55473913043	0.958403796411087	0.00136919214737216	0.0127960970184063	7.31664424669956	0.475560292313271	0.0649970500517077
P09620	YGL203C	0.000102357307766532	730	7.94252751518461e-05	697.98698173913	0.856333592661411	0.0010629602239199	0.0107422806309345	4.09429231066128	0.0674862659199361	0.0164830111773422
P09624	YFL018C	0.00020512527083203	500	0.000278175963681017	11643.99	0.843191122476546	0.00271225444385939	0.0205225770665646	8.2050108332812	1.12582243805053	0.137211572406945
P09733	YML085C	0.000243932141953235	448	0.000264375915873709	6775.91926086956	0.965987766191846	0.00241921711297577	0.0189634150705883	9.7572856781294	0.655143292145193	0.0671440105124392
P09938	YJL026W	0.000337233657492667	400	0.000364811978098638	15313.2717391304	0.815663237073981	0.00270444519692233	0.0204817240393887	13.4893462997067	1.48059427428897	0.10976026868857
P0C0T4	YLR333C	0.00108307673504179	109	0.0011568040074996	39696.3395652174	0.895275322232973	0.00979882630600419	0.0498585129506888	43.3230694016716	3.83811990486034	0.0885929819347529
P0C0V8	YKR057W	0.00243278136421546	88	0.000676920202187843	280578.62173913	0.875817779344572	0.00316192615498044	0.0228176904927873	97.3112545686184	27.1283046439583	0.278778695888963
P0C0X0	YLR264W	0.000646423298327888	68	0.000473273068124557	184395.269565217	0.827173457929579	0.0107667809601828	0.0532123129381231	25.8569319331155	17.8286250629636	0.689510461221042
P0C2H8	YDL075W	0.0121345295017883	114	0.00131271883334739	39521.4047826087	0.847944394246908	0.00094895129504662	0.00993220049278683	485.381180071532	3.82120598588099	0.00787258786036542
P0C5N3	YGL041W-A	0.000144517232038366	155	1.03607501783131e-05	433.104256521739	0.935750134566159	0.000462529959885742	0.00604450315030231	5.78068928153464	0.0418755503918645	0.00724404103947055
P0CH08	YIL148W	0.00871164034631324	129	0.00214413957076923	162299.956521739	0.977054845914174	0.00190793424911547	0.0160938376975396	348.46561385253	15.6922955745238	0.045032551134772
P0CH08	YKR094C	0.00607123806127233	129	0.00213251453049677	162299.956521739	0.977054845914174	0.00272285820859139	0.0205779911197389	242.849522450893	15.6922955745238	0.0646173622914862
P0CS90	YJR045C	0.000426980225219943	655	0.00178514546996824	216129.32173913	0.95821331098462	0.00638299567584266	0.0370763953409285	17.0792090087977	20.8968953026028	1.2235282847021
P0CX25	YPR043W	0.00154740520872577	93	0.00125031861717521	15315.3656521739	0.804973183736585	0.00868827772478284	0.0458815118284428	61.8962083490308	1.48079672845526	0.0239238681649947
P0CX25	YJR094W-A	0.00261009494496523	93	0.000731070389779565	15315.3656521739	0.804973183736585	0.00301175708120392	0.0220631848305841	104.403797798609	1.48079672845526	0.014183360755819
P0CX29	YGR118W	0.00310172094581379	146	0.00204419636739456	45253.0460869565	0.868324103901844	0.00451405694669319	0.0291824165370597	124.068837832552	4.37538117731382	0.0352657545097586
P0CX29	YPR132W	0.00289267083775602	146	0.00225121851314985	45253.0460869565	0.868324103901844	0.00533047337544616	0.0327352329193278	115.706833510241	4.37538117731382	0.0378143714124418
P0CX31	YER074W	0.00441302211881203	136	0.00217916469210625	14398.267826087	0.900700772557161	0.00363090629584524	0.0251061126376848	176.520884752481	1.39212529276217	0.00788646224334427
P0CX31	YIL069C	0.00218533588284744	136	0.0019003351547325	14398.267826087	0.900700772557161	0.00639400685176169	0.0371205840456977	87.4134353138976	1.39212529276217	0.0159257588694817
P0CX33	YLR287C-A	0.00522620299125817	64	0.00108722519503014	3578.13108695652	0.819468446128962	0.00325052312372127	0.023257635143616	209.048119650327	0.345958753312376	0.00165492401410287
P0CX33	YOR182C	0.00530896039057119	64	0.00107377871987628	3578.13108695652	0.819468446128962	0.00316027833393983	0.0228094721312419	212.358415622848	0.345958753312376	0.00162912664561788
P0CX37	YPL090C	0.00504382592511392	237	0.0040012852901669	98980.4439130435	0.94777948515067	0.00334727259559053	0.0237338527727343	201.753037004557	9.57012198443199	0.047434834818451
P0CX37	YBR181C	0.00452654297994356	237	0.00388483131530849	98980.4439130435	0.94777948515067	0.00362123885405863	0.0250598984788739	181.061719197742	9.57012198443199	0.0528555788978243
P0CX41	YER117W	0.00186818917156926	138	0.00159225551602804	53170.0539130435	0.861364150552089	0.00617607875319536	0.0362415814831122	74.7275668627704	5.14085289730244	0.0687945976716076
P0CX41	YBL087C	0.00110138296134071	138	0.00135874756423263	53170.0539130435	0.861364150552089	0.00893966693499592	0.0467948881788285	44.0553184536284	5.14085289730244	0.116690857715932
P0CX43	YPL220W	0.00398315447509113	218	0.00254860525766821	15728.0291304348	0.840464773098478	0.00293507316347554	0.0216734253238084	159.326179003645	1.52069592135993	0.00954454522709128
P0CX43	YGL135W	0.0045183921186222	218	0.00256354102369569	15728.0291304348	0.840464773098478	0.00260255466663719	0.0199453043422104	180.735684744888	1.52069592135993	0.00841392181907201
P0CX47	YBR048W	0.00400517576512004	157	0.00171892024054512	46928.6582608696	0.831510477874732	0.00273359702695932	0.0206340430424643	160.207030604802	4.53739108825173	0.0283220472355209
P0CX47	YDR025W	0.00264133284986417	157	0.00181591700514105	46928.6582608696	0.831510477874732	0.00437898250945983	0.0285761313843596	105.653313994567	4.53739108825173	0.0429460365860844
P0CX49	YOL120C	0.00451759160604033	187	0.00206724287580568	13214.1852173913	0.8332310932213	0.00244705048640248	0.0191139229311666	180.703664241613	1.27763989992217	0.00707035967026035
P0CX49	YNL301C	0.00102123138116716	187	0.00158448763197501	13214.1852173913	0.8332310932213	0.00829703830999643	0.0444435816731179	40.8492552466864	1.27763989992217	0.0312769447620666
P0CX51	YMR143W	0.00134150238814831	144	0.00115207899113079	25868.8369565217	0.836257900994953	0.00596387201409505	0.0353763990398426	53.6600955259324	2.50118018754077	0.0466115492905156
P0CX51	YDL083C	0.00260199592331358	144	0.00126507223971454	25868.8369565217	0.836257900994953	0.00337634037324653	0.0238760949895367	104.079836932543	2.50118018754077	0.0240313615130071
P0CX53	YDR418W	0.00297931689243693	166	0.00123454713396686	133773.808695652	0.940083693484371	0.00249622017261416	0.0193785207640651	119.172675697477	12.9341879762044	0.108533167527749
P0CX53	YEL054C	0.00274142510239813	166	0.000878242328196637	133773.808695652	0.940083693484371	0.00192987816092127	0.0162215292422454	109.657004095925	12.9341879762044	0.117951316314368
P0CX55	YDR450W	0.00592838145271362	147	0.0016597450355453	68273.6039130435	0.833942204535924	0.00190453037558198	0.0160739900217082	237.135258108545	6.6011698062158	0.0278371502359815
P0CX55	YML026C	0.004054476178038	147	0.00155026608485037	68273.6039130435	0.833942204535924	0.00260108268614889	0.0199375078171335	162.17904712152	6.6011698062158	0.0407029756517781
P0CX80	YHR055C	0.000433006605665633	62	0.00011613254517346	65073.2934782609	0.971974690363313	0.00432581291556619	0.028335898783017	17.3202642266253	6.29174139755129	0.363258973144267
P0CX80	YHR053C	0.000444721286063935	62	0.00011613254517346	65073.2934782609	0.971974690363313	0.00421186398315233	0.0278179535458664	17.7888514425574	6.29174139755129	0.353690142270746
P0CX82	YBR084C-A	0.00378338201596355	190	0.00217043251899837	57438.2991304348	0.931732650408226	0.00301934327518617	0.0221015753205178	151.335280638542	5.5535367141763	0.0366969069654068
P0CX82	YBL027W	0.00712811300016456	190	0.0024582620875508	57438.2991304348	0.931732650408226	0.00181509770020854	0.015548509170996	285.124520006582	5.5535367141763	0.0194775837379686
P0CX84	YDL136W	0.00419030828787373	121	0.00165622002333365	98846.2826086956	0.814288975370282	0.00326653025208008	0.0233367241683886	167.612331514949	9.55715033066443	0.057019374674184
P0CX84	YDL191W	0.00490395580061138	121	0.00171498808406586	98846.2826086956	0.814288975370282	0.0028902086022975	0.0214439355097661	196.158232024455	9.55715033066443	0.048721637792254
P10080	YHL034C	0.000438808430785113	295	0.000482176670397751	49558.9447826087	0.914637917995108	0.00372485365621749	0.0255532587284063	17.5523372314045	4.79170559596565	0.272995301582536
P10081	YKR059W	0.00110886142392907	396	0.00229616509742909	15516.5773913043	0.903506603247383	0.0052291445852033	0.0323039256281421	44.3544569571628	1.50025128747774	0.0338241383256404
P10081	YJL138C	0.0011123477207666	396	0.00226822214348385	15516.5773913043	0.903506603247383	0.00514931939782177	0.0319623281990376	44.493908830664	1.50025128747774	0.033718127422507
P10507	YLR163C	7.52351992331491e-05	463	4.86751686246913e-05	2064.56447826087	0.850902514544497	0.00139735064045269	0.0129773867680553	3.00940796932596	0.19961654161745	0.0663308343873893
P10591	YAL005C	0.000789035239707634	643	0.0076165549573511	230014.330434783	0.924455627092332	0.015012437320608	0.0669542697971695	31.5614095883054	22.2393951108381	0.704638842210602
P10592	YLL024C	0.00157962215920589	640	0.00811113881358803	802615.77826087	0.960286834681098	0.00802321892129104	0.0434247298207639	63.1848863682356	77.6025101618496	1.22818152603123
P10614	YHR007C	0.000380250913017034	531	0.000429687202844953	5147.82165217391	0.921349296228208	0.00212807844540223	0.0173553327822316	15.2100365206814	0.497727421880277	0.0327236178035147
P10622	YDL130W	0.00241382026821117	107	0.00101371422608143	426714.160869565	0.959349682580457	0.00392488407463491	0.0264938878395948	96.5528107284468	41.2577112262085	0.427307200224809
P10659	YLR180W	0.000594613082307537	383	0.000641873652205152	74977.3217391304	0.889177238563686	0.00281848881052152	0.0210747757992174	23.7845232923015	7.24933215837928	0.304791988861333
P10662	YDR347W	0.000107478107094777	322	2.85108130553167e-05	843.32197826087	0.93385868964443	0.000823822637751142	0.00900755459344108	4.29912428379108	0.0815382704405661	0.018966251045123
