uniprotswissprot	ensembl_gene_id	tpm	orf_length	ribo_reads	protein_synthesis_rate	rsquared	real_density	real_tpm	real_protein_synthesis_rate	real_protein_synthesis_per_mrna
P01097	YDL181W	4.89370078989985e-05	86	1.46464793110176e-05	908.271939130435	0.963480599848988	0.0444494269213964	1.95748031595994	0.0878180871784249	0.0448628200561799
P01098	YDL130W-A	4.65139553416652e-05	87	2.19107901909517e-05	4252.17682608696	0.863923805564796	0.0858056387915693	1.86055821366661	0.41113021235566	0.220971431764795
P01119	YOR101W	7.310193239503e-05	310	3.65894124704646e-05	5150.68704347826	0.959785878362017	0.0141756209781075	2.9240772958012	0.498004467963642	0.170311663333506
P01120	YNL098C	0.000270616176093057	323	0.000148179084763258	377.069412173913	0.866469351656045	0.0152418781323985	10.8246470437223	0.0364577095074725	0.00336802755417471
P01123	YFL038C	0.000534870039511462	207	0.000230422226819857	18403.8191304348	0.811232709798605	0.0206818634396736	21.3948015804585	1.77941002378627	0.0831702045515365
P02293	YDR224C	0.000929517969382259	132	0.000548862615702633	80847.6530434782	0.917052362872902	0.0645830632495867	37.1807187752904	7.81691686956721	0.210241144524677
P02309	YBR009C	0.00162024207439561	104	0.00108240374975585	27551.9513043478	0.827523139236706	0.110652732228024	64.8096829758244	2.66391546115295	0.0411036644346286
P02309	YNL030W	0.00167938635761082	104	0.00100689991676043	27551.9513043478	0.827523139236706	0.0942022713939385	67.1754543044328	2.66391546115295	0.0396560840374869
P02400	YDR382W	0.0042727467950068	111	0.00122227923432449	257573.986956522	0.965688729874762	0.0284272720593127	170.909871800272	24.9040555663296	0.145714552962938
P02406	YGL103W	0.00441145794693208	150	0.00236137246618319	97613.3391304348	0.90438691637672	0.0461399284838638	176.458317877283	9.43794072702563	0.0534853830670039
P02407	YML024W	0.0041187869792499	137	0.00172162024989872	106855.852173913	0.928023190506489	0.0365445267715955	164.751479169996	10.3315715673409	0.0627100382915557
P02557	YFL037W	0.000519534475864241	458	0.000349276209992585	8140.77652173913	0.941584040679212	0.012301882334878	20.7813790345696	0.787107243421615	0.037875602100913
P02829	YPL240C	0.000906691945592159	710	0.00298458176801541	56827.7739130435	0.916487034466635	0.0681135785734379	36.2676778236864	5.4945068636925	0.151498722647857
P02992	YOR187W	0.000308954611863926	438	0.000168954156734043	4184.98326086957	0.86983323986088	0.00966886717567294	12.358184474557	0.40463346824867	0.0327421450199038
P02994	YPR080W	0.0186293437755517	459	0.0297253244055881	408881.713043478	0.890626289559994	0.044376226592847	745.173751022068	39.5335453785932	0.0530527884595635
P02994	YBR118W	0.0189291003766425	459	0.0297570709441386	408881.713043478	0.890626289559994	0.0434034447703963	757.1640150657	39.5335453785932	0.0522126574850005
P04046	YMR300C	0.000193545387404845	511	0.000138193335884056	3149.27060869565	0.875166306721888	0.0114318887043778	7.7418154961938	0.304493521100809	0.0393310227104367
P04050	YDL140C	0.000287610754036155	1734	0.000409426418370092	3674.79426086956	0.968725374823887	0.00518116880777392	11.5044301614462	0.355304825416911	0.0308841742207809
P04147	YER165W	0.00119917161517314	578	0.00123487927797464	87589.1252173913	0.95156269887345	0.0164118787712857	47.9668646069256	8.46872957628412	0.176553744875403
P04161	YDR408C	0.000158857056410595	215	5.25858964582842e-05	1316.80330434783	0.953653768496307	0.0132077002392677	6.3542822564238	0.127317758477452	0.0200365286494382
P04449	YGL031C	0.0037053374624827	156	0.00177358471563276	41349.1369565217	0.904922939923748	0.0368528672403529	148.213498499308	3.99792392295738	0.0269740878087163
P04801	YIL078W	0.000973633910269315	735	0.000975667665705842	22690.5782608696	0.859314452732171	0.0110216936637838	38.9453564107726	2.19388389533386	0.0563323614808932
P04806	YFR053C	0.0003280669467493	486	0.000399687098916021	82656.1391304348	0.833817165358503	0.0272803566633092	13.122677869972	7.99177396027219	0.609004811324325
P04807	YGL253W	0.00172571167832867	487	0.00161813060566674	285252.786956522	0.867863404823532	0.0184207904261046	69.0284671331468	27.5802356470677	0.399548719427147
P04911	YDR225W	0.00128399500482248	133	0.000637020063962364	7688.21591304348	0.938920777418464	0.0492853809736045	51.3598001928992	0.743350516745676	0.0144733919126198
P05030	YGL008C	0.00582533083422397	919	0.00753274752416107	60581.7452173913	0.953251519499989	0.0115513496048583	233.013233368959	5.85746707975526	0.0251379159675468
P05317	YLR340W	0.00409842931107919	313	0.0030157818761015	270042.517391304	0.865130633713946	0.0247946201656379	163.937172443168	26.1096003437636	0.159265894090098
P05318	YDL081C	0.00334024103376169	107	0.000958717606985996	85044.6613043478	0.911230421845253	0.0301724931284038	133.609641350468	8.22271299896705	0.0615428117002297
P05319	YOL039W	0.00440221984069136	107	0.00130575452350674	189445.304347826	0.908189972764155	0.0316851986572481	176.088793627654	18.31689776598	0.104020803303995
P05373	YGL040C	0.000175554244976986	343	0.000109200378301311	402.647717391304	0.831306905650018	0.0168508396041011	7.02216979907944	0.0389307990533278	0.00554398429078593
P05694	YER091C	0.00074189758769956	768	0.000951603296625706	369513.569565217	0.84126240435854	0.0149071936829452	29.6759035079824	35.7271577681419	1.20391137403893
P05737	YGL076C	0.00295195406768828	245	0.00267336283272124	56925.2208695652	0.810472247864551	0.0486218405339807	118.078162707531	5.50392871738457	0.0466125877230771
P05738	YGL147C	0.00443789647914828	192	0.002296743670862	5139.15030434783	0.946284046262567	0.0303909049275993	177.515859165931	0.496889015290205	0.00279912463948217
P05740	YKL180W	0.00388484555013588	185	0.00203152132348458	109905.186956522	0.885606110913571	0.0326182229978713	155.393822005435	10.6264025934229	0.0683836876928818
P05743	YLR344W	0.00253804850882901	128	0.00104177503757781	47939.2034782609	0.940065768064003	0.0393540680622013	101.52194035316	4.63509767168265	0.0456561178357971
P05744	YPL143W	0.00219721588599506	108	0.000944178270903296	42966.2991304348	0.838463455524019	0.0542516914941755	87.8886354398024	4.15428247886115	0.0472675728559529
P05745	YMR194W	0.00130776978915465	101	0.000696291697867668	7261.22943478261	0.975071723907884	0.0824572424394699	52.310791566186	0.702066475968394	0.0134210638942465
P05748	YLR029C	0.00617232472874231	205	0.00309253928486824	48430.5656521739	0.826044830987077	0.0262704828126473	246.892989149692	4.68260600521785	0.0189661359820095
P05749	YLR061W	0.0021295003784044	122	0.00141749419631918	14493.3647826087	0.942043303701361	0.0867897622093105	85.180015136176	1.40131993200889	0.0164512759215718
P05750	YNL178W	0.00650093708156383	241	0.00304088553449632	150234.065217391	0.840632096382973	0.01864243789016	260.037483262553	14.525680765896	0.0558599498181952
P05759	YLR167W	0.010116256304575	153	0.00328163636852599	17993.4713043478	0.949759909532862	0.0212619762875882	404.650252183	1.73973472433874	0.00429935410877233
P06100	YDL165W	7.92481514133621e-05	192	2.94751021101752e-05	200.07124	0.992742980027259	0.0185887233113232	3.16992605653448	0.0193442875853202	0.00610244126844659
P06101	YDR168W	0.000175597062177411	507	0.000160232697948989	22461.742173913	0.857676119161924	0.0166617902581607	7.02388248709644	2.17175842104786	0.309196292084555
P06102	YIL038C	7.32953237505724e-05	837	9.51860440373668e-05	313.84662173913	0.963841367889779	0.0133600528674377	2.9318129500229	0.0303448876940181	0.0103502127220569
P06105	YJL080C	0.00040950232120879	1223	0.000859985122091316	16742.8352173913	0.947407859356213	0.0155359651818444	16.3800928483516	1.61881447547806	0.0988281623593461
P06168	YLR355C	0.00220280225901539	396	0.0022333577369893	240791.991304348	0.863858272839648	0.0281507601420567	88.1120903606156	23.2814547859714	0.264225427982557
P06169	YLR044C	0.0219716486359488	564	0.0226967607709212	769030.52173913	0.850558687312182	0.0171011543227653	878.865945437952	74.3552525311012	0.0846036337134999
P06182	YAL039C	3.59707921308878e-05	270	1.89322084437221e-05	232.887594782609	0.961078773922011	0.0187629431258088	1.43883168523551	0.0225172024151412	0.0156496431418631
P06634	YOR204W	0.000721318429970133	605	0.000760063347362311	24466.2508695652	0.912930031685264	0.0158673262076984	28.8527371988053	2.36556834933127	0.0819876579830774
P06704	YOR257W	3.39724147902829e-05	162	2.67108068195808e-05	900.43842173913	0.965995709955272	0.0729150345603382	1.35889659161132	0.0870606878979386	0.0640671913046055
P06774	YGL237C	2.37326090938752e-05	266	1.37036189018226e-05	544.769078260869	0.835990155823029	0.0220203975433355	0.949304363755008	0.0526720867900257	0.0554849306514081
P06780	YPR165W	0.000547269908848507	210	0.000266872353093509	7575.56039130435	0.932553357658529	0.0243437875841633	21.8907963539403	0.732458192538578	0.0334596412435557
P06782	YDR477W	9.21680628022511e-05	634	7.40252564446384e-05	373.153426086957	0.950183001430738	0.00988019622355624	3.68672251209004	0.0360790845684448	0.00978622189495655
P06785	YOR074C	5.890954317829e-05	305	4.04037113985716e-05	2075.32473913043	0.8903736124508	0.0232077972682413	2.3563817271316	0.200656918938817	0.085154674486071
P06787	YBR109C	0.000393734346297555	148	0.000176486325684771	25966.72	0.939345972593347	0.0361458436137667	15.7493738519022	2.51064420517155	0.159412318786776
P07170	YDR226W	0.00144229972124813	223	0.000708345311053399	75763.1334782609	0.88797961363402	0.0224990973795206	57.6919888499252	7.32530993644303	0.126972740626059
P07213	YNL121C	0.000247255542025908	618	0.000234718670275393	22783.8917391304	0.944817478335066	0.0131620178856454	9.89022168103632	2.20290609542151	0.222735765331266
P07244	YGL234W	0.000434807588815021	803	0.000555462638566998	41493.4795652174	0.847978005999623	0.0138670663140226	17.3923035526008	4.01187997647824	0.230669845678855
P07246	YMR083W	0.000622074669763558	376	0.000391737071374854	61456.6578260869	0.873578309633369	0.0149693091774433	24.8829867905423	5.94205975341805	0.23880010078519
P07257	YPR191W	0.000128091113441698	369	7.69824095462045e-05	11028.4682608696	0.880028107120905	0.0143604782991717	5.12364453766792	1.06630948887925	0.208115430537769
P07258	YOR303W	0.000103328719628412	412	2.6925093276216e-05	1790.67286956522	0.982304511073766	0.00351442010847347	4.13314878513648	0.173134784190372	0.0418893180939904
P07260	YOL139C	0.000844893395541623	214	0.0003232725484799	42859.6460869565	0.927349500668483	0.0164985848685846	33.7957358216649	4.14397051625776	0.12261814739365
P07267	YPL154C	0.000509925847559913	406	0.000324965411487318	56004.3043478261	0.915198790641834	0.0135924265091863	20.3970339023965	5.41488806347252	0.265474288535467
P07273	YGL043W	0.000116440935172083	310	8.4096719906494e-05	3179.68491304348	0.954446834619821	0.0244632727635438	4.65763740688332	0.307434188885004	0.0660064668045349
P07278	YIL033C	9.62671559186349e-05	417	9.03003128260837e-05	5083.23452173913	0.957948441714369	0.0232188764617573	3.8506862367454	0.491482686127948	0.127635090451657
P07281	YNL302C	0.00397861768410468	145	0.00171460236844392	241910.530434783	0.972729580079016	0.0351464628450525	159.144707364187	23.3896029766587	0.146970661884054
P07283	YFL045C	0.000969307051479982	255	0.000503208886116498	81027.4969565217	0.936796192651803	0.0200154369361188	38.7722820591993	7.83430543763118	0.202059435801829
P07342	YMR108W	0.000470548152874985	688	0.000499941017652811	30773.1234782609	0.883780630796947	0.0132667519715734	18.8219261149994	2.97536092874742	0.158079513784528
P07347	YHR013C	0.000172027679521359	239	7.92324173408744e-05	102.042321826087	0.965295650564132	0.0184454418126414	6.88110718085436	0.0098661657681415	0.00143380498353413
P07560	YFL005W	0.000319990171664356	216	0.000142575493922247	1912.02426086957	0.89696471762316	0.0204107364197404	12.7996068665742	0.184867885920886	0.0144432471909479
P07703	YPR110C	0.000346861209833561	336	0.000178382760825993	16135.0160869565	0.962295083048619	0.013092064155403	13.8744483933424	1.56004626841846	0.112440237203739
P07807	YOR236W	7.17719107139883e-05	212	1.86429217272646e-05	2237.71513043478	0.930551231190661	0.00940174160172431	2.87087642855953	0.216357958380988	0.075363034169167
P08518	YOR151C	0.000278017518281833	1225	0.000250661582649054	1648.24465217391	0.969905363277635	0.00440382367198381	11.1207007312733	0.159363827417765	0.0143303764096094
P08679	YCR005C	0.000116222331624636	461	6.7671663005404e-05	609.306243478261	0.889338219580061	0.0098364908856625	4.64889326498544	0.058911991555481	0.0126722615894829
P09064	YPL237W	0.000465230629692846	286	0.000256329459427056	21952.9039130435	0.916573380660535	0.0184364386180002	18.6092251877138	2.12256037712774	0.114059578285349
P09440	YBR084W	0.000294381866952322	976	0.000244436561083801	4918.55473913043	0.958403796411087	0.00546347161670146	11.7752746780929	0.475560292313271	0.0403863438700092
P09620	YGL203C	8.24864466124742e-05	730	7.94252751518461e-05	697.98698173913	0.856333592661411	0.0104923100440524	3.29945786449897	0.0674862659199361	0.0204537438244219
P09624	YFL018C	0.000333125505924152	500	0.000278175963681017	11643.99	0.843191122476546	0.0149067315347786	13.3250202369661	1.12582243805053	0.0844893604684583
P09733	YML085C	0.000442970670058276	448	0.000264375915873709	6775.91926086956	0.965987766191846	0.0106486151822417	17.718826802331	0.655143292145193	0.0369744170680084
P09938	YJL026W	0.000396173311831565	400	0.000364811978098638	15313.2717391304	0.815663237073981	0.024032263961363	15.8469324732626	1.48059427428897	0.0934309701128009
P0C0T4	YLR333C	0.00231219591802812	109	0.0011568040074996	39696.3395652174	0.895275322232973	0.0671043290418416	92.4878367211248	3.83811990486034	0.04149864502111
P0C0V8	YKR057W	0.00228639347481955	88	0.000676920202187843	280578.62173913	0.875817779344572	0.0422669534837428	91.455738992782	27.1283046439583	0.296627690538911
P0C0X0	YLR264W	0.00168771782784702	68	0.000473273068124557	184395.269565217	0.827173457929579	0.0572197975397775	67.5087131138808	17.8286250629636	0.264093688660431
P0C2H8	YDL075W	0.00411912899888311	114	0.00131271883334739	39521.4047826087	0.847944394246908	0.0320845556319858	164.765159955324	3.82120598588099	0.0231918324657779
P0C5N3	YGL041W-A	3.9683906157302e-05	155	1.03607501783131e-05	433.104256521739	0.935750134566159	0.0150970942258651	1.58735624629208	0.0418755503918645	0.0263806883235455
P0CH08	YKR094C	0.00338167272532823	129	0.00213251453049677	162299.956521739	0.977054845914174	0.0737000112711414	135.266909013129	15.6922955745238	0.116009862936993
P0CH08	YIL148W	0.0044357005877682	129	0.00214413957076923	162299.956521739	0.977054845914174	0.0496179935694262	177.428023510728	15.6922955745238	0.0884431628331527
P0CS90	YJR045C	0.00138539721081818	655	0.00178514546996824	216129.32173913	0.95821331098462	0.0190199505656524	55.4158884327272	20.8968953026028	0.377092128153298
P0CX25	YJR094W-A	0.00371253385234759	93	0.000731070389779565	15315.3656521739	0.804973183736585	0.0212202450798398	148.501354093904	1.48079672845526	0.00997160421526452
P0CX25	YPR043W	0.00253245980082782	93	0.00125031861717521	15315.3656521739	0.804973183736585	0.0833253891650822	101.298392033113	1.48079672845526	0.0146181661794909
P0CX29	YGR118W	0.00289146038663081	146	0.00204419636739456	45253.0460869565	0.868324103901844	0.072667350174559	115.658415465232	4.37538117731382	0.0378302016304994
P0CX29	YPR132W	0.00417421332655867	146	0.00225121851314985	45253.0460869565	0.868324103901844	0.0485732060332751	166.968533062347	4.37538117731382	0.026204824927581
P0CX31	YER074W	0.00371940635544566	136	0.00217916469210625	14398.267826087	0.900700772557161	0.0610635310040734	148.776254217826	1.39212529276217	0.00935717396624281
P0CX31	YIL069C	0.00270177677659572	136	0.0019003351547325	14398.267826087	0.900700772557161	0.0801461396086377	108.071071063829	1.39212529276217	0.012881572090092
P0CX33	YLR287C-A	0.00312102826098156	64	0.00108722519503014	3578.13108695652	0.819468446128962	0.0864804733830976	124.841130439262	0.345958753312376	0.00277119209106082
P0CX33	YOR182C	0.00349282012027191	64	0.00107377871987628	3578.13108695652	0.819468446128962	0.0718025873753224	139.712804810876	0.345958753312376	0.00247621364255543
P0CX37	YPL090C	0.00468940744501282	237	0.0040012852901669	98980.4439130435	0.94777948515067	0.046751365146581	187.576297800513	9.57012198443199	0.0510198894884353
P0CX37	YBR181C	0.00438274505893494	237	0.00388483131530849	98980.4439130435	0.94777948515067	0.0494781839988151	175.309802357398	9.57012198443199	0.0545897711122949
P0CX41	YER117W	0.00353999512992454	138	0.00159225551602804	53170.0539130435	0.861364150552089	0.0403186372437025	141.599805196982	5.14085289730244	0.03630550826077
P0CX41	YBL087C	0.0029171530444408	138	0.00135874756423263	53170.0539130435	0.861364150552089	0.0424697076925507	116.686121777632	5.14085289730244	0.0440571065263385
P0CX43	YGL135W	0.00358635397690296	218	0.00256354102369569	15728.0291304348	0.840464773098478	0.0406793764155946	143.454159076118	1.52069592135993	0.0106005704620459
P0CX43	YPL220W	0.00343339560852988	218	0.00254860525766821	15728.0291304348	0.840464773098478	0.0430295062240402	137.335824341195	1.52069592135993	0.0110728277101387
P0CX47	YDR025W	0.00300333202960345	157	0.00181591700514105	46928.6582608696	0.831510477874732	0.0516815226117728	120.133281184138	4.53739108825173	0.0377696425464057
P0CX47	YBR048W	0.00283115336535911	157	0.00171892024054512	46928.6582608696	0.831510477874732	0.0520012012280083	113.246134614364	4.53739108825173	0.0400666310042533
P0CX49	YNL301C	0.00140228382157311	187	0.00158448763197501	13214.1852173913	0.8332310932213	0.101025644858993	56.0913528629244	1.27763989992217	0.0227778406957745
P0CX49	YOL120C	0.00446999608308861	187	0.00206724287580568	13214.1852173913	0.8332310932213	0.0267363522661463	178.799843323544	1.27763989992217	0.00714564328566125
P0CX51	YMR143W	0.0027079261951034	144	0.00115207899113079	25868.8369565217	0.836257900994953	0.0348370981748265	108.317047804136	2.50118018754077	0.0230912883820793
P0CX51	YDL083C	0.00289789694104465	144	0.00126507223971454	25868.8369565217	0.836257900994953	0.0361983764636934	115.915877641786	2.50118018754077	0.0215775460482657
P0CX53	YDR418W	0.00291460927443678	166	0.00123454713396686	133773.808695652	0.940083693484371	0.0280094835054792	116.584370977471	12.9341879762044	0.110942726437181
P0CX53	YEL054C	0.0020136059390137	166	0.000878242328196637	133773.808695652	0.940083693484371	0.0292565039934994	80.544237560548	12.9341879762044	0.160584895554834
P0CX55	YDR450W	0.00349614076578271	147	0.0016597450355453	68273.6039130435	0.833942204535924	0.0397703713482894	139.845630631308	6.6011698062158	0.0472032610272912
P0CX55	YML026C	0.00283545274705212	147	0.00155026608485037	68273.6039130435	0.833942204535924	0.0490711022608064	113.418109882085	6.6011698062158	0.0582020791307377
P0CX80	YHR055C	0.0003132939959787	62	0.00011613254517346	65073.2934782609	0.971974690363313	0.0994454119629639	12.531759839148	6.29174139755129	0.502063674879605
P0CX80	YHR053C	0.00029240772958012	62	0.00011613254517346	65073.2934782609	0.971974690363313	0.110197696909566	11.6963091832048	6.29174139755129	0.537925365942434
P0CX82	YBR084C-A	0.00409016304521981	190	0.00217043251899837	57438.2991304348	0.931732650408226	0.0320395788910871	163.606521808792	5.5535367141763	0.0339444702618074
P0CX82	YBL027W	0.00510823112250323	190	0.0024582620875508	57438.2991304348	0.931732650408226	0.027702605251929	204.329244900129	5.5535367141763	0.0271793531899495
P0CX84	YDL191W	0.00313570178013723	121	0.00171498808406586	98846.2826086956	0.814288975370282	0.0655886191360782	125.428071205489	9.55715033066443	0.0761962632352603
P0CX84	YDL136W	0.00289891883854836	121	0.00165622002333365	98846.2826086956	0.814288975370282	0.0699900051928374	115.956753541934	9.55715033066443	0.0824199543255425
P10080	YHL034C	0.000311665575208641	295	0.000482176670397751	49558.9447826087	0.914637917995108	0.0818258901459033	12.4666230083456	4.79170559596565	0.384362757481147
P10081	YKR059W	0.00161500681487656	396	0.00229616509742909	15516.5773913043	0.903506603247383	0.0465595889444661	64.6002725950624	1.50025128747774	0.0232236061429934
P10081	YJL138C	0.0015945688648022	396	0.00226822214348385	15516.5773913043	0.903506603247383	0.0465936704499747	63.782754592088	1.50025128747774	0.0235212683596428
P10507	YLR163C	7.93610457056196e-05	463	4.86751686246913e-05	2064.56447826087	0.850902514544497	0.0105596034608617	3.17444182822478	0.19961654161745	0.0628824065517936
P10591	YAL005C	0.00319029598605962	643	0.0076165549573511	230014.330434783	0.924455627092332	0.04894518206189	127.611839442385	22.2393951108381	0.174273760240553
P10592	YLL024C	0.00451284499681475	640	0.00811113881358803	802615.77826087	0.960286834681098	0.0323040721317854	180.51379987259	77.6025101618496	0.429897936981122
P10614	YHR007C	0.000682530538822523	531	0.000429687202844953	5147.82165217391	0.921349296228208	0.00895255261041898	27.3012215529009	0.497727421880277	0.0182309579414182
P10622	YDL130W	0.00349605843705764	107	0.00101371422608143	426714.160869565	0.959349682580457	0.0306333448183203	139.842337482306	41.2577112262085	0.295030188775476
P10659	YLR180W	0.000770037923449475	383	0.000641873652205152	74977.3217391304	0.889177238563686	0.0221058617479989	30.801516937979	7.24933215837928	0.235356335630362
P10662	YDR347W	0.000108582639600071	322	2.85108130553167e-05	843.32197826087	0.93385868964443	0.00512944254613204	4.34330558400284	0.0815382704405661	0.0187733211176496
P11075	YDR170C	0.000215261031416111	2010	0.000319768964913914	524.742086956522	0.964930182164571	0.0044309973748624	8.61044125664444	0.0507357371214776	0.00589235041610977
P11353	YDR044W	9.49563312026627e-05	329	5.92930625509667e-05	3526.72391304348	0.892403687309563	0.018031591464539	3.79825324810651	0.34098834799014	0.0897750428200459
P11484	YDL229W	0.0030417581404362	614	0.00571723766328762	557663.426086957	0.923581715440608	0.036726006920968	121.670325617448	53.9188025727288	0.443154913074357
P11491	YDR481C	0.000276061555480702	567	0.000202597130425773	284.066117391304	0.989197883884133	0.0102012991196228	11.0424622192281	0.0274655001291675	0.00248726231377475
P11632	YPR052C	0.000380563327384765	94	9.32360372819863e-05	56950.3782608696	0.867825404432142	0.0289074649452137	15.2225330953906	5.50636111002775	0.361724364501141
P11745	YMR235C	0.000288030828165712	408	0.000167507723151755	15209.6539130435	0.922564762399419	0.0117758798479232	11.5212331266285	1.47057577774349	0.127640484449934
P11938	YNL216W	9.5987276827532e-05	828	0.0001231289979826	1131.25647826087	0.984342126099168	0.0133300924901015	3.83949107310128	0.109377792871353	0.0284875757721206
P12385	YBR143C	0.000535127126769098	438	0.000368465562184269	12723.1126086957	0.897922097796373	0.0136232814739326	21.4050850707639	1.23015956357857	0.0574704356236724
P12630	YIL015W	0.000237572400068542	588	0.000220393620649329	7321.239	0.929741876287171	0.0136962906577544	9.50289600274168	0.707868620681623	0.0744897787450685
P12688	YKL126W	0.000121936231474529	681	8.55538678116135e-05	698.04927826087	0.906113442360707	0.00726456246251373	4.87744925898116	0.0674922891836101	0.0138376199525464
P12695	YNL071W	0.000536545697529981	483	0.000477815941005224	15523.8547826087	0.816727217410013	0.0172710218909072	21.4618279011992	1.50095491659636	0.0699360242522723
P12904	YGL115W	0.000151845743252215	323	4.95216001284004e-05	36.4729687086957	0.975607516515727	0.00704950482580209	6.0738297300886	0.00352646185324485	0.0005805993927975
P12962	YOR276W	0.000454630844987609	162	0.000201139982520654	8470.98404347826	0.960948871833908	0.0309892714453976	18.1852337995044	0.819034017421504	0.0450384100887296
P13298	YML106W	0.000591854222946546	227	0.00017915419206988	7120.91847826087	0.931488730826724	0.0106638579910612	23.6741689178618	0.688500230793286	0.0290823400467428
P13517	YIL034C	0.000133204339609694	288	5.28430402062464e-05	8842.39434782609	0.820059038070944	0.0111913451123875	5.32817358438776	0.854944564781813	0.160457340820673
P14120	YGL030W	0.00354431073972696	106	0.000956671171325129	28276.8460869565	0.8833729260796	0.0279237946597234	141.772429589078	2.73400336156222	0.0192844502241135
P14164	YKL112W	8.11554142133349e-05	732	8.78145899291151e-05	2240.69756521739	0.942129978503463	0.0124310739012501	3.2462165685334	0.216646321046903	0.0667380984826842
